roy:~/Desktop stfi$ ./Pd-0.39.2-extended-2006-12-06.app/Contents/MacOS/Pd-0.39.2-extended-2006-12-06        
input channels = 2, output channels = 2
Pd version 0.39-2extended-2006-12-06
compiled 20:04:53 Dec  6 2006
input channels = 2, output channels = 2
input device 0, channels 2
output device 0, channels 2
framesperbuf 64, nbufs 34
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/cxc/cxc-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/cxc/cxc-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/cxc/cxc-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/cxc/cxc-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/cxc/cxc-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/cxc/cxc-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/cxc-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/cxc
Loaded libdir cxc from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc
tried /Users/stfi/Desktop/iemlib.pd_darwin and failed
tried /System/Library/Fonts/iemlib.pd_darwin and failed
tried /Library/Fonts/iemlib.pd_darwin and failed
tried ~/Library/Fonts/iemlib.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/iemlib.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/iemlib/iemlib.pd_darwin and failed
tried /System/Library/Fonts/iemlib/iemlib.pd_darwin and failed
tried /Library/Fonts/iemlib/iemlib.pd_darwin and failed
tried ~/Library/Fonts/iemlib/iemlib.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/iemlib/iemlib.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/iemlib/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/iemlib/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/iemlib/iemlib.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/iemlib/iemlib.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/iemlib.pd_darwin and failed
tried /Users/stfi/Desktop/iemlib/iemlib-meta.pd and failed
tried /System/Library/Fonts/iemlib/iemlib-meta.pd and failed
tried /Library/Fonts/iemlib/iemlib-meta.pd and failed
tried ~/Library/Fonts/iemlib/iemlib-meta.pd and failed
tried /usr/X11R6/lib/X11/fonts/TTF/iemlib/iemlib-meta.pd and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/iemlib/iemlib-meta.pd and failed
tried /sw/lib/X11/fonts/msttf/iemlib/iemlib-meta.pd and failed
tried /sw/lib/X11/fonts/intl/TrueType/iemlib/iemlib-meta.pd and failed
tried /sw/lib/X11/fonts/applettf/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/iemlib/iemlib-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/iemlib/iemlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/iemlib/iemlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/iemlib/iemlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/iemlib/iemlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/iemlib/iemlib-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/iemlib-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/iemlib
Loaded libdir iemlib from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib
tried /Users/stfi/Desktop/list-abs.pd_darwin and failed
tried /System/Library/Fonts/list-abs.pd_darwin and failed
tried /Library/Fonts/list-abs.pd_darwin and failed
tried ~/Library/Fonts/list-abs.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/list-abs.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/list-abs/list-abs.pd_darwin and failed
tried /System/Library/Fonts/list-abs/list-abs.pd_darwin and failed
tried /Library/Fonts/list-abs/list-abs.pd_darwin and failed
tried ~/Library/Fonts/list-abs/list-abs.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/list-abs/list-abs.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/list-abs/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/list-abs/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/list-abs/list-abs.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/list-abs/list-abs.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/list-abs.pd_darwin and failed
tried /Users/stfi/Desktop/list-abs/list-abs-meta.pd and failed
tried /System/Library/Fonts/list-abs/list-abs-meta.pd and failed
tried /Library/Fonts/list-abs/list-abs-meta.pd and failed
tried ~/Library/Fonts/list-abs/list-abs-meta.pd and failed
tried /usr/X11R6/lib/X11/fonts/TTF/list-abs/list-abs-meta.pd and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/list-abs/list-abs-meta.pd and failed
tried /sw/lib/X11/fonts/msttf/list-abs/list-abs-meta.pd and failed
tried /sw/lib/X11/fonts/intl/TrueType/list-abs/list-abs-meta.pd and failed
tried /sw/lib/X11/fonts/applettf/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/list-abs/list-abs-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/list-abs/list-abs-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/list-abs-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/list-abs
Loaded libdir list-abs from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs
tried /Users/stfi/Desktop/mapping.pd_darwin and failed
tried /System/Library/Fonts/mapping.pd_darwin and failed
tried /Library/Fonts/mapping.pd_darwin and failed
tried ~/Library/Fonts/mapping.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/mapping.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/mapping/mapping.pd_darwin and failed
tried /System/Library/Fonts/mapping/mapping.pd_darwin and failed
tried /Library/Fonts/mapping/mapping.pd_darwin and failed
tried ~/Library/Fonts/mapping/mapping.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/mapping/mapping.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/mapping/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/mapping/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/mapping/mapping.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/mapping/mapping.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/mapping.pd_darwin and failed
tried /Users/stfi/Desktop/mapping/mapping-meta.pd and failed
tried /System/Library/Fonts/mapping/mapping-meta.pd and failed
tried /Library/Fonts/mapping/mapping-meta.pd and failed
tried ~/Library/Fonts/mapping/mapping-meta.pd and failed
tried /usr/X11R6/lib/X11/fonts/TTF/mapping/mapping-meta.pd and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/mapping/mapping-meta.pd and failed
tried /sw/lib/X11/fonts/msttf/mapping/mapping-meta.pd and failed
tried /sw/lib/X11/fonts/intl/TrueType/mapping/mapping-meta.pd and failed
tried /sw/lib/X11/fonts/applettf/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/iemlib/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/list-abs/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/mapping/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/markex/mapping/mapping-meta.pd and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/maxlib/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cyclone/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/zexy/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/creb/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/cxc/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/iemlib/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/list-abs/mapping/mapping-meta.pd and failed
tried /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping/mapping-meta.pd and succeeded
Added to search path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping
Added to help path: /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../doc/5.reference/mapping
Loaded libdir mapping from /Users/stfi/Desktop/Pd-0.39.2-extended-2006-12-06.app/Contents/Resources/Scripts/../extra/mapping
tried /Users/stfi/Desktop/markex.pd_darwin and failed
tried /System/Library/Fonts/markex.pd_darwin and failed
tried /Library/Fonts/markex.pd_darwin and failed
tried ~/Library/Fonts/markex.pd_darwin and failed
tried /usr/X11R6/lib/X11/fonts/TTF/markex.pd_darwin and failed
tried /System/Library/Frameworks/JavaVM.framework/Versions/1.3.1/Home/lib/fonts/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/msttf/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/intl/TrueType/markex.pd_darwin and failed
tried /sw/lib/X11/fonts/applettf/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cyclone/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/zexy/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/creb/markex.pd_darwin and failed
tried /Applications/Pd-0.39.2.app/Contents/Resources/Scripts/../extra/cxc/markex.pd_darwin and failed
